"REF_DATE","GEO","DGUID","Main industry based on the North American Industry Classification System (NAICS)","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","London, Ontario","2021S0503555","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720574","89.6.1","28810","","","","0"
"2020","London, Ontario","2021S0503555","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720574","89.6.1","29530","","","","0"
"2021","London, Ontario","2021S0503555","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720574","89.6.1","30320","","","","0"
"2022","London, Ontario","2021S0503555","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720574","89.6.1","31920","","","","0"
"2023","London, Ontario","2021S0503555","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720574","89.6.1","34150","","","","0"
"2017","Chatham-Kent, Ontario","2021S0504556","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720682","90.2.1","2670","","","","0"
"2018","Chatham-Kent, Ontario","2021S0504556","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720682","90.2.1","2740","","","","0"
"2019","Chatham-Kent, Ontario","2021S0504556","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720682","90.2.1","2960","","","","0"
"2020","Chatham-Kent, Ontario","2021S0504556","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720682","90.2.1","3240","","","","0"
"2021","Chatham-Kent, Ontario","2021S0504556","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720682","90.2.1","3110","","","","0"
"2022","Chatham-Kent, Ontario","2021S0504556","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720682","90.2.1","3240","","","","0"
"2023","Chatham-Kent, Ontario","2021S0504556","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720682","90.2.1","3180","","","","0"
"2017","Chatham-Kent, Ontario","2021S0504556","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720688","90.3.1","120","","","","0"
"2018","Chatham-Kent, Ontario","2021S0504556","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720688","90.3.1","120","","","","0"
"2019","Chatham-Kent, Ontario","2021S0504556","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720688","90.3.1","100","","","","0"
"2020","Chatham-Kent, Ontario","2021S0504556","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720688","90.3.1","100","","","","0"
"2021","Chatham-Kent, Ontario","2021S0504556","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720688","90.3.1","120","","","","0"
"2022","Chatham-Kent, Ontario","2021S0504556","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720688","90.3.1","120","","","","0"
"2023","Chatham-Kent, Ontario","2021S0504556","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720688","90.3.1","130","","","","0"
"2017","Chatham-Kent, Ontario","2021S0504556","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720694","90.4.1","1000","","","","0"
"2018","Chatham-Kent, Ontario","2021S0504556","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720694","90.4.1","970","","","","0"
"2019","Chatham-Kent, Ontario","2021S0504556","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720694","90.4.1","920","","","","0"
"2020","Chatham-Kent, Ontario","2021S0504556","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720694","90.4.1","830","","","","0"
"2021","Chatham-Kent, Ontario","2021S0504556","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720694","90.4.1","780","","","","0"
"2022","Chatham-Kent, Ontario","2021S0504556","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720694","90.4.1","730","","","","0"
"2023","Chatham-Kent, Ontario","2021S0504556","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720694","90.4.1","710","","","","0"
"2017","Chatham-Kent, Ontario","2021S0504556","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720700","90.5.1","2900","","","","0"
"2018","Chatham-Kent, Ontario","2021S0504556","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720700","90.5.1","3040","","","","0"
"2019","Chatham-Kent, Ontario","2021S0504556","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720700","90.5.1","3270","","","","0"
"2020","Chatham-Kent, Ontario","2021S0504556","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720700","90.5.1","3250","","","","0"
"2021","Chatham-Kent, Ontario","2021S0504556","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720700","90.5.1","3530","","","","0"
"2022","Chatham-Kent, Ontario","2021S0504556","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720700","90.5.1","3670","","","","0"
"2023","Chatham-Kent, Ontario","2021S0504556","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720700","90.5.1","3900","","","","0"
"2017","Chatham-Kent, Ontario","2021S0504556","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720706","90.6.1","6520","","","","0"
"2018","Chatham-Kent, Ontario","2021S0504556","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720706","90.6.1","6690","","","","0"
"2019","Chatham-Kent, Ontario","2021S0504556","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720706","90.6.1","7300","","","","0"
"2020","Chatham-Kent, Ontario","2021S0504556","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720706","90.6.1","7070","","","","0"
"2021","Chatham-Kent, Ontario","2021S0504556","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720706","90.6.1","7230","","","","0"
"2022","Chatham-Kent, Ontario","2021S0504556","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720706","90.6.1","7290","","","","0"
"2023","Chatham-Kent, Ontario","2021S0504556","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720706","90.6.1","7350","","","","0"
"2017","Leamington, Ontario","2016S0504557","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720814","91.2.1","2970","","","t","0"
"2018","Leamington, Ontario","2016S0504557","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720814","91.2.1","3160","","","t","0"
"2019","Leamington, Ontario","2016S0504557","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720814","91.2.1","3370","","","t","0"
"2020","Leamington, Ontario","2016S0504557","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720814","91.2.1","4180","","","t","0"
"2017","Leamington, Ontario","2016S0504557","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720820","91.3.1","40","","","t","0"
"2018","Leamington, Ontario","2016S0504557","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720820","91.3.1","40","","","t","0"
"2019","Leamington, Ontario","2016S0504557","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720820","91.3.1","30","","","t","0"
"2020","Leamington, Ontario","2016S0504557","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720820","91.3.1","30","","","t","0"
"2017","Leamington, Ontario","2016S0504557","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720826","91.4.1","110","","","t","0"
"2018","Leamington, Ontario","2016S0504557","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720826","91.4.1","110","","","t","0"
"2019","Leamington, Ontario","2016S0504557","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720826","91.4.1","90","","","t","0"
"2020","Leamington, Ontario","2016S0504557","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720826","91.4.1","100","","","t","0"
"2017","Leamington, Ontario","2016S0504557","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720832","91.5.1","1390","","","t","0"
"2018","Leamington, Ontario","2016S0504557","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720832","91.5.1","1500","","","t","0"
"2019","Leamington, Ontario","2016S0504557","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130720832","91.5.1","1530","","","t","0"
